carbonate_host,lithology_code,dist_faults,moho_depth,lab_depth,gravity,gravity_hgm,mag_rtp,mag_hgm,shape_index,label,x,y
0.0,5.0,63674.957,41.43003,176.92659,-69.55214,0.014197436,176.43642,4.160832e-06,0.14206524,0,7750.0,-1941250.0
0.0,5.0,83103.85,39.70685,170.18636,-127.560455,0.0031780864,99.53016,2.2477715e-07,0.21652175,0,560250.0,-2709250.0
0.0,5.0,50231.96,39.786423,177.08136,70.39235,0.009633561,175.80753,4.5936818e-06,0.44264114,0,-129750.0,-2047250.0
0.0,5.0,14916.434,33.108707,159.43675,418.18262,0.0037044873,137.08202,8.6877503e-07,0.6355202,0,-163250.0,-1204250.0
0.0,5.0,59785.03,41.95238,175.27667,115.689445,0.0050238976,187.41104,5.497373e-06,0.1692194,0,55750.0,-1898750.0
0.0,5.0,1000.0,34.048164,173.99968,271.02695,0.0035691038,128.98746,7.1000056e-07,0.37899184,0,-186250.0,-1492250.0
1.0,1.0,14534.441,39.180054,177.98553,-128.86197,0.00044699226,167.35388,2.374022e-06,-0.2014209,0,-129750.0,-1651250.0
0.0,5.0,45961.94,42.702076,177.35172,-121.82033,0.00029498275,109.32043,5.3199465e-06,-0.09495031,0,127750.0,-1707750.0
0.0,5.0,6020.7974,45.097977,208.06483,-623.6192,0.0015406421,130.85881,1.509471e-06,-0.62996435,0,202750.0,-2562250.0
0.0,4.0,12165.525,41.90156,166.83963,-57.084988,0.011217686,188.34758,1.0989071e-05,-0.079211324,0,-239250.0,-1791250.0
0.0,5.0,6500.0,38.98822,191.31412,240.90785,0.013758169,154.04416,9.396857e-06,-0.4562909,0,-39250.0,-2451750.0
0.0,5.0,106810.58,38.77161,169.64601,-96.14934,0.0059022726,129.55592,8.547214e-07,0.051014297,0,558250.0,-2747250.0
0.0,5.0,10511.898,42.46168,217.56346,6.1386876,0.004530344,108.27547,5.2961104e-06,0.264654,0,249750.0,-2037750.0
0.0,5.0,4031.129,44.396004,172.11461,309.8696,0.013180614,126.47818,5.6058657e-06,0.34784582,0,-212250.0,-2307750.0
0.0,5.0,32897.566,43.440746,178.2333,-40.324905,0.0049378355,135.90906,3.6643694e-06,0.09156462,0,148250.0,-1904250.0
0.0,5.0,3605.5513,39.97196,174.1904,-136.65672,0.0072930474,160.61383,5.576642e-06,0.70132434,0,-256750.0,-2204250.0
0.0,5.0,65948.84,36.707558,177.7569,-45.48387,0.014708488,126.4038,9.61184e-06,0.018049743,0,460750.0,-2736750.0
0.0,5.0,42216.703,42.534195,172.0817,-109.2996,0.0019868943,217.26521,8.5893935e-06,-0.14885545,0,123250.0,-1795750.0
